id,degree_centrality,betweenness_centrality,community,definition,construct,category
"('CONTEXT-COMPLEX', 'establish center of excellence')",1,0.0,154,,,
establish center of excellence,20,1.8167126279025452e-05,154,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'passion for improving life sciences through technology')",1,0.0,156,,,
passion for improving life sciences through technology,21,2.007945536102813e-05,156,No definition available,Unknown,Unknown
"('CONTEXT-ETHIC', 'CONTEXT-REG')",1,0.0,148,,,
"('CONTEXT-ETHIC', 'PM-BUDGET')",1,0.0,13,,,
"('CONTEXT-ETHIC', 'SS-CONFLICT')",1,0.0,150,,,
"('CONTEXT-ETHIC', 'application in life sciences')",1,0.0,152,,,
"('CONTEXT-ETHIC', 'establish center of excellence')",1,0.0,154,,,
"('CONTEXT-ETHIC', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('CONTEXT-REG', 'CORE-ADAPT')",1,0.0,0,,,
"('CONTEXT-REG', 'CORE-BUSINESS')",1,0.0,3,,,
"('CONTEXT-REG', 'EDU-ADV')",1,0.0,196,,,
"('CONTEXT-REG', 'EXP-AI-YRS')",1,0.0,5,,,
"('CONTEXT-REG', 'EXP-INDUSTRY')",1,0.0,6,,,
"('CONTEXT-REG', 'EXP-PM-YRS')",1,0.0,84,,,
"('CONTEXT-REG', 'EXP_ROLE')",1,0.0,11,,,
"('CONTEXT-REG', 'PM-BUDGET')",1,0.0,13,,,
"('CONTEXT-REG', 'PM-PLAN')",1,0.0,15,,,
"('CONTEXT-REG', 'PM-RISK')",1,0.0,17,,,
"('CONTEXT-REG', 'QUAL-PREF')",1,0.0,21,,,
"('CONTEXT-REG', 'SS-CONFLICT')",1,0.0,150,,,
"('CONTEXT-REG', 'SS-LEADERSHIP')",1,0.0,23,,,
"('CONTEXT-REG', 'SS-STAKEHOLDER')",1,0.0,25,,,
"('CONTEXT-REG', 'TECH-CONCEPT')",1,0.0,27,,,
"('CONTEXT-REG', 'TECH-HANDSON')",1,0.0,205,,,
"('CONTEXT-REG', 'application in life sciences')",1,0.0,152,,,
"('CONTEXT-REG', 'establish center of excellence')",1,0.0,154,,,
"('CONTEXT-REG', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('CORE-ADAPT', 'SS-CONFLICT')",1,0.0,150,,,
"('CORE-ADAPT', 'application in life sciences')",1,0.0,152,,,
"('CORE-ADAPT', 'establish center of excellence')",1,0.0,154,,,
"('CORE-ADAPT', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('CORE-BUSINESS', 'SS-CONFLICT')",1,0.0,150,,,
"('CORE-BUSINESS', 'application in life sciences')",1,0.0,152,,,
"('CORE-BUSINESS', 'establish center of excellence')",1,0.0,154,,,
"('CORE-BUSINESS', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('EDU-ADV', 'EXP-AI-YRS')",1,0.0,5,,,
"('EDU-ADV', 'EXP-PM-YRS')",1,0.0,84,,,
"('EDU-ADV', 'PM-BUDGET')",1,0.0,13,,,
"('EDU-ADV', 'SS-CONFLICT')",1,0.0,150,,,
"('EDU-ADV', 'SS-LEADERSHIP')",1,0.0,23,,,
"('EDU-ADV', 'application in life sciences')",1,0.0,152,,,
"('EDU-ADV', 'establish center of excellence')",1,0.0,154,,,
"('EDU-ADV', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('EXP-AI-YRS', 'SS-CONFLICT')",1,0.0,150,,,
"('EXP-AI-YRS', 'application in life sciences')",1,0.0,152,,,
"('EXP-AI-YRS', 'establish center of excellence')",1,0.0,154,,,
"('EXP-AI-YRS', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('EXP-INDUSTRY', 'SS-CONFLICT')",1,0.0,150,,,
"('EXP-INDUSTRY', 'application in life sciences')",1,0.0,152,,,
"('EXP-INDUSTRY', 'establish center of excellence')",1,0.0,154,,,
"('EXP-INDUSTRY', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('EXP-PM-YRS', 'SS-CONFLICT')",1,0.0,150,,,
"('EXP-PM-YRS', 'application in life sciences')",1,0.0,152,,,
"('EXP-PM-YRS', 'establish center of excellence')",1,0.0,154,,,
"('EXP-PM-YRS', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('EXP_ROLE', 'SS-CONFLICT')",1,0.0,150,,,
"('EXP_ROLE', 'application in life sciences')",1,0.0,152,,,
"('EXP_ROLE', 'establish center of excellence')",1,0.0,154,,,
"('EXP_ROLE', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('PM-BUDGET', 'SS-CONFLICT')",1,0.0,150,,,
"('PM-BUDGET', 'TECH-HANDSON')",1,0.0,205,,,
"('PM-BUDGET', 'application in life sciences')",1,0.0,152,,,
"('PM-BUDGET', 'establish center of excellence')",1,0.0,154,,,
"('PM-BUDGET', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('PM-PLAN', 'SS-CONFLICT')",1,0.0,150,,,
"('PM-PLAN', 'application in life sciences')",1,0.0,152,,,
"('PM-PLAN', 'establish center of excellence')",1,0.0,154,,,
"('PM-PLAN', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('PM-RISK', 'SS-CONFLICT')",1,0.0,150,,,
"('PM-RISK', 'application in life sciences')",1,0.0,152,,,
"('PM-RISK', 'establish center of excellence')",1,0.0,154,,,
"('PM-RISK', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('QUAL-PREF', 'SS-CONFLICT')",1,0.0,150,,,
"('QUAL-PREF', 'application in life sciences')",1,0.0,152,,,
"('QUAL-PREF', 'establish center of excellence')",1,0.0,154,,,
"('QUAL-PREF', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('SS-CONFLICT', 'SS-LEADERSHIP')",1,0.0,23,,,
"('SS-CONFLICT', 'SS-STAKEHOLDER')",1,0.0,25,,,
"('SS-CONFLICT', 'TECH-CONCEPT')",1,0.0,27,,,
"('SS-CONFLICT', 'TECH-HANDSON')",1,0.0,205,,,
"('SS-CONFLICT', 'application in life sciences')",1,0.0,152,,,
"('SS-CONFLICT', 'establish center of excellence')",1,0.0,154,,,
"('SS-CONFLICT', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('SS-LEADERSHIP', 'application in life sciences')",1,0.0,152,,,
"('SS-LEADERSHIP', 'establish center of excellence')",1,0.0,154,,,
"('SS-LEADERSHIP', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('SS-STAKEHOLDER', 'application in life sciences')",1,0.0,152,,,
"('SS-STAKEHOLDER', 'establish center of excellence')",1,0.0,154,,,
"('SS-STAKEHOLDER', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('TECH-CONCEPT', 'application in life sciences')",1,0.0,152,,,
"('TECH-CONCEPT', 'establish center of excellence')",1,0.0,154,,,
"('TECH-CONCEPT', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('TECH-HANDSON', 'application in life sciences')",1,0.0,152,,,
"('TECH-HANDSON', 'establish center of excellence')",1,0.0,154,,,
"('TECH-HANDSON', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('application in life sciences', 'establish center of excellence')",1,0.0,154,,,
"('application in life sciences', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('establish center of excellence', 'passion for improving life sciences through technology')",1,0.0,156,,,
"('CERT-PM', 'CONTEXT-COMPLEX')",1,0.0,201,,,
"('CERT-PM', 'CONTEXT-ETHIC')",1,0.0,207,,,
"('CERT-PM', 'CONTEXT-REG')",1,0.0,148,,,
"('CERT-PM', 'CORE-ADAPT')",1,0.0,0,,,
"('CERT-PM', 'CORE-BUSINESS')",1,0.0,3,,,
"('CERT-PM', 'EDU-ADV')",1,0.0,196,,,
"('CERT-PM', 'EXP-INDUSTRY')",1,0.0,6,,,
"('CERT-PM', 'EXP-PM-YRS')",1,0.0,84,,,
"('CERT-PM', 'EXP_ROLE')",1,0.0,11,,,
"('CERT-PM', 'PM-BUDGET')",1,0.0,13,,,
"('CERT-PM', 'PM-METHOD')",1,0.0,208,,,
PM-METHOD,14,8.701097323112189e-06,208,"Mention of Agile, Scrum, Kanban, Waterfall, or related methodologies",Core Competencies,Project Management
"('CERT-PM', 'PM-PLAN')",1,0.0,15,,,
"('CERT-PM', 'PM-RISK')",1,0.0,17,,,
"('CERT-PM', 'PM-TOOL')",1,0.0,135,,,
"('CERT-PM', 'QUAL-PREF')",1,0.0,21,,,
"('CERT-PM', 'SS-CONFLICT')",1,0.0,150,,,
"('CERT-PM', 'SS-LEADERSHIP')",1,0.0,23,,,
"('CERT-PM', 'SS-STAKEHOLDER')",1,0.0,25,,,
"('CERT-PM', 'TECH-CONCEPT')",1,0.0,27,,,
"('CERT-PM', 'TECH-HANDSON')",1,0.0,205,,,
"('CERT-PM', 'TECH-OPS')",1,0.0,29,,,
"('CERT-PM', 'assistive technologies')",1,0.0,209,,,
assistive technologies,22,2.2087400897130943e-05,209,No definition available,Unknown,Unknown
"('CERT-PM', 'data-driven mindset')",1,0.0,211,,,
data-driven mindset,23,2.419096288733389e-05,211,No definition available,Unknown,Unknown
"('CERT-PM', 'digital accessibility')",1,0.0,107,,,
digital accessibility,24,2.6390141331636972e-05,107,No definition available,Unknown,Unknown
"('CERT-PM', 'excellent analytical skills')",1,0.0,53,,,
excellent analytical skills,25,2.8684936230040185e-05,53,No definition available,Unknown,Unknown
"('CERT-PM', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),26,3.1075347582543534e-05,213,No definition available,Unknown,Unknown
"('CERT-PM', 'organizational skills')",1,0.0,214,,,
organizational skills,49,0.00011244495002175753,214,No definition available,Unknown,Unknown
"('CERT-PM', 'rbac (role-based access control)')",1,0.0,46,,,
rbac (role-based access control),28,3.614301964985063e-05,46,No definition available,Unknown,Unknown
"('CERT-PM', 'strong technical acumen')",1,0.0,215,,,
strong technical acumen,32,4.742576123366644e-05,215,No definition available,Unknown,Unknown
"('CERT-PM', 'systems design')",1,0.0,212,,,
systems design,30,4.159315753355827e-05,212,No definition available,Unknown,Unknown
"('CERT-PM', 'systems thinking')",1,0.0,217,,,
systems thinking,31,4.4461651156562284e-05,217,No definition available,Unknown,Unknown
"('CERT-PM', 'technical architecture')",1,0.0,218,,,
technical architecture,32,4.742576123366644e-05,218,No definition available,Unknown,Unknown
"('CONTEXT-COMPLEX', 'PM-METHOD')",1,0.0,208,,,
"('CONTEXT-COMPLEX', 'assistive technologies')",1,0.0,209,,,
"('CONTEXT-COMPLEX', 'data-driven mindset')",1,0.0,211,,,
"('CONTEXT-COMPLEX', 'digital accessibility')",1,0.0,107,,,
"('CONTEXT-COMPLEX', 'excellent analytical skills')",1,0.0,53,,,
"('CONTEXT-COMPLEX', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('CONTEXT-COMPLEX', 'organizational skills')",1,0.0,214,,,
"('CONTEXT-COMPLEX', 'rbac (role-based access control)')",1,0.0,46,,,
"('CONTEXT-COMPLEX', 'strong technical acumen')",1,0.0,215,,,
"('CONTEXT-COMPLEX', 'systems design')",1,0.0,212,,,
"('CONTEXT-COMPLEX', 'systems thinking')",1,0.0,217,,,
"('CONTEXT-COMPLEX', 'technical architecture')",1,0.0,218,,,
"('CONTEXT-ETHIC', 'PM-METHOD')",1,0.0,208,,,
"('CONTEXT-ETHIC', 'PM-TOOL')",1,0.0,135,,,
"('CONTEXT-ETHIC', 'assistive technologies')",1,0.0,209,,,
"('CONTEXT-ETHIC', 'data-driven mindset')",1,0.0,211,,,
"('CONTEXT-ETHIC', 'digital accessibility')",1,0.0,107,,,
"('CONTEXT-ETHIC', 'excellent analytical skills')",1,0.0,53,,,
"('CONTEXT-ETHIC', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('CONTEXT-ETHIC', 'organizational skills')",1,0.0,214,,,
"('CONTEXT-ETHIC', 'rbac (role-based access control)')",1,0.0,46,,,
"('CONTEXT-ETHIC', 'strong technical acumen')",1,0.0,215,,,
"('CONTEXT-ETHIC', 'systems design')",1,0.0,212,,,
"('CONTEXT-ETHIC', 'systems thinking')",1,0.0,217,,,
"('CONTEXT-ETHIC', 'technical architecture')",1,0.0,218,,,
"('CONTEXT-REG', 'PM-METHOD')",1,0.0,208,,,
"('CONTEXT-REG', 'PM-TOOL')",1,0.0,135,,,
"('CONTEXT-REG', 'TECH-OPS')",1,0.0,29,,,
"('CONTEXT-REG', 'assistive technologies')",1,0.0,209,,,
"('CONTEXT-REG', 'data-driven mindset')",1,0.0,211,,,
"('CONTEXT-REG', 'digital accessibility')",1,0.0,107,,,
"('CONTEXT-REG', 'excellent analytical skills')",1,0.0,53,,,
"('CONTEXT-REG', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('CONTEXT-REG', 'organizational skills')",1,0.0,214,,,
"('CONTEXT-REG', 'rbac (role-based access control)')",1,0.0,46,,,
"('CONTEXT-REG', 'strong technical acumen')",1,0.0,215,,,
"('CONTEXT-REG', 'systems design')",1,0.0,212,,,
"('CONTEXT-REG', 'systems thinking')",1,0.0,217,,,
"('CONTEXT-REG', 'technical architecture')",1,0.0,218,,,
"('CORE-ADAPT', 'PM-METHOD')",1,0.0,208,,,
"('CORE-ADAPT', 'assistive technologies')",1,0.0,209,,,
"('CORE-ADAPT', 'data-driven mindset')",1,0.0,211,,,
"('CORE-ADAPT', 'digital accessibility')",1,0.0,107,,,
"('CORE-ADAPT', 'excellent analytical skills')",1,0.0,53,,,
"('CORE-ADAPT', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('CORE-ADAPT', 'organizational skills')",1,0.0,214,,,
"('CORE-ADAPT', 'rbac (role-based access control)')",1,0.0,46,,,
"('CORE-ADAPT', 'strong technical acumen')",1,0.0,215,,,
"('CORE-ADAPT', 'systems design')",1,0.0,212,,,
"('CORE-ADAPT', 'systems thinking')",1,0.0,217,,,
"('CORE-ADAPT', 'technical architecture')",1,0.0,218,,,
"('CORE-BUSINESS', 'PM-METHOD')",1,0.0,208,,,
"('CORE-BUSINESS', 'assistive technologies')",1,0.0,209,,,
"('CORE-BUSINESS', 'data-driven mindset')",1,0.0,211,,,
"('CORE-BUSINESS', 'digital accessibility')",1,0.0,107,,,
"('CORE-BUSINESS', 'excellent analytical skills')",1,0.0,53,,,
"('CORE-BUSINESS', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('CORE-BUSINESS', 'organizational skills')",1,0.0,214,,,
"('CORE-BUSINESS', 'rbac (role-based access control)')",1,0.0,46,,,
"('CORE-BUSINESS', 'strong technical acumen')",1,0.0,215,,,
"('CORE-BUSINESS', 'systems design')",1,0.0,212,,,
"('CORE-BUSINESS', 'systems thinking')",1,0.0,217,,,
"('CORE-BUSINESS', 'technical architecture')",1,0.0,218,,,
"('EDU-ADV', 'PM-METHOD')",1,0.0,208,,,
"('EDU-ADV', 'PM-TOOL')",1,0.0,135,,,
"('EDU-ADV', 'assistive technologies')",1,0.0,209,,,
"('EDU-ADV', 'data-driven mindset')",1,0.0,211,,,
"('EDU-ADV', 'digital accessibility')",1,0.0,107,,,
"('EDU-ADV', 'excellent analytical skills')",1,0.0,53,,,
"('EDU-ADV', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('EDU-ADV', 'organizational skills')",1,0.0,214,,,
"('EDU-ADV', 'rbac (role-based access control)')",1,0.0,46,,,
"('EDU-ADV', 'strong technical acumen')",1,0.0,215,,,
"('EDU-ADV', 'systems design')",1,0.0,212,,,
"('EDU-ADV', 'systems thinking')",1,0.0,217,,,
"('EDU-ADV', 'technical architecture')",1,0.0,218,,,
"('EXP-INDUSTRY', 'PM-METHOD')",1,0.0,208,,,
"('EXP-INDUSTRY', 'assistive technologies')",1,0.0,209,,,
"('EXP-INDUSTRY', 'data-driven mindset')",1,0.0,211,,,
"('EXP-INDUSTRY', 'digital accessibility')",1,0.0,107,,,
"('EXP-INDUSTRY', 'excellent analytical skills')",1,0.0,53,,,
"('EXP-INDUSTRY', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('EXP-INDUSTRY', 'organizational skills')",1,0.0,214,,,
"('EXP-INDUSTRY', 'rbac (role-based access control)')",1,0.0,46,,,
"('EXP-INDUSTRY', 'strong technical acumen')",1,0.0,215,,,
"('EXP-INDUSTRY', 'systems design')",1,0.0,212,,,
"('EXP-INDUSTRY', 'systems thinking')",1,0.0,217,,,
"('EXP-INDUSTRY', 'technical architecture')",1,0.0,218,,,
"('EXP-PM-YRS', 'PM-METHOD')",1,0.0,208,,,
"('EXP-PM-YRS', 'assistive technologies')",1,0.0,209,,,
"('EXP-PM-YRS', 'data-driven mindset')",1,0.0,211,,,
"('EXP-PM-YRS', 'digital accessibility')",1,0.0,107,,,
"('EXP-PM-YRS', 'excellent analytical skills')",1,0.0,53,,,
"('EXP-PM-YRS', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('EXP-PM-YRS', 'organizational skills')",1,0.0,214,,,
"('EXP-PM-YRS', 'rbac (role-based access control)')",1,0.0,46,,,
"('EXP-PM-YRS', 'strong technical acumen')",1,0.0,215,,,
"('EXP-PM-YRS', 'systems design')",1,0.0,212,,,
"('EXP-PM-YRS', 'systems thinking')",1,0.0,217,,,
"('EXP-PM-YRS', 'technical architecture')",1,0.0,218,,,
"('EXP_ROLE', 'PM-METHOD')",1,0.0,208,,,
"('EXP_ROLE', 'assistive technologies')",1,0.0,209,,,
"('EXP_ROLE', 'data-driven mindset')",1,0.0,211,,,
"('EXP_ROLE', 'digital accessibility')",1,0.0,107,,,
"('EXP_ROLE', 'excellent analytical skills')",1,0.0,53,,,
"('EXP_ROLE', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('EXP_ROLE', 'organizational skills')",1,0.0,214,,,
"('EXP_ROLE', 'rbac (role-based access control)')",1,0.0,46,,,
"('EXP_ROLE', 'strong technical acumen')",1,0.0,215,,,
"('EXP_ROLE', 'systems design')",1,0.0,212,,,
"('EXP_ROLE', 'systems thinking')",1,0.0,217,,,
"('EXP_ROLE', 'technical architecture')",1,0.0,218,,,
"('PM-BUDGET', 'PM-METHOD')",1,0.0,208,,,
"('PM-BUDGET', 'assistive technologies')",1,0.0,209,,,
"('PM-BUDGET', 'data-driven mindset')",1,0.0,211,,,
"('PM-BUDGET', 'digital accessibility')",1,0.0,107,,,
"('PM-BUDGET', 'excellent analytical skills')",1,0.0,53,,,
"('PM-BUDGET', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('PM-BUDGET', 'organizational skills')",1,0.0,214,,,
"('PM-BUDGET', 'rbac (role-based access control)')",1,0.0,46,,,
"('PM-BUDGET', 'strong technical acumen')",1,0.0,215,,,
"('PM-BUDGET', 'systems design')",1,0.0,212,,,
"('PM-BUDGET', 'systems thinking')",1,0.0,217,,,
"('PM-BUDGET', 'technical architecture')",1,0.0,218,,,
"('PM-METHOD', 'PM-PLAN')",1,0.0,15,,,
"('PM-METHOD', 'PM-RISK')",1,0.0,17,,,
"('PM-METHOD', 'PM-TOOL')",1,0.0,135,,,
"('PM-METHOD', 'QUAL-PREF')",1,0.0,21,,,
"('PM-METHOD', 'SS-CONFLICT')",1,0.0,150,,,
"('PM-METHOD', 'SS-LEADERSHIP')",1,0.0,23,,,
"('PM-METHOD', 'SS-STAKEHOLDER')",1,0.0,25,,,
"('PM-METHOD', 'TECH-CONCEPT')",1,0.0,27,,,
"('PM-METHOD', 'TECH-HANDSON')",1,0.0,205,,,
"('PM-METHOD', 'TECH-OPS')",1,0.0,29,,,
"('PM-METHOD', 'assistive technologies')",1,0.0,209,,,
"('PM-METHOD', 'data-driven mindset')",1,0.0,211,,,
"('PM-METHOD', 'digital accessibility')",1,0.0,107,,,
"('PM-METHOD', 'excellent analytical skills')",1,0.0,53,,,
"('PM-METHOD', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('PM-METHOD', 'organizational skills')",1,0.0,214,,,
"('PM-METHOD', 'rbac (role-based access control)')",1,0.0,46,,,
"('PM-METHOD', 'strong technical acumen')",1,0.0,215,,,
"('PM-METHOD', 'systems design')",1,0.0,212,,,
"('PM-METHOD', 'systems thinking')",1,0.0,217,,,
"('PM-METHOD', 'technical architecture')",1,0.0,218,,,
"('PM-PLAN', 'assistive technologies')",1,0.0,209,,,
"('PM-PLAN', 'data-driven mindset')",1,0.0,211,,,
"('PM-PLAN', 'digital accessibility')",1,0.0,107,,,
"('PM-PLAN', 'excellent analytical skills')",1,0.0,53,,,
"('PM-PLAN', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('PM-PLAN', 'organizational skills')",1,0.0,214,,,
"('PM-PLAN', 'rbac (role-based access control)')",1,0.0,46,,,
"('PM-PLAN', 'strong technical acumen')",1,0.0,215,,,
"('PM-PLAN', 'systems design')",1,0.0,212,,,
"('PM-PLAN', 'systems thinking')",1,0.0,217,,,
"('PM-PLAN', 'technical architecture')",1,0.0,218,,,
"('PM-RISK', 'assistive technologies')",1,0.0,209,,,
"('PM-RISK', 'data-driven mindset')",1,0.0,211,,,
"('PM-RISK', 'digital accessibility')",1,0.0,107,,,
"('PM-RISK', 'excellent analytical skills')",1,0.0,53,,,
"('PM-RISK', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('PM-RISK', 'organizational skills')",1,0.0,214,,,
"('PM-RISK', 'rbac (role-based access control)')",1,0.0,46,,,
"('PM-RISK', 'strong technical acumen')",1,0.0,215,,,
"('PM-RISK', 'systems design')",1,0.0,212,,,
"('PM-RISK', 'systems thinking')",1,0.0,217,,,
"('PM-RISK', 'technical architecture')",1,0.0,218,,,
"('PM-TOOL', 'SS-CONFLICT')",1,0.0,150,,,
"('PM-TOOL', 'TECH-HANDSON')",1,0.0,205,,,
"('PM-TOOL', 'assistive technologies')",1,0.0,209,,,
"('PM-TOOL', 'data-driven mindset')",1,0.0,211,,,
"('PM-TOOL', 'digital accessibility')",1,0.0,107,,,
"('PM-TOOL', 'excellent analytical skills')",1,0.0,53,,,
"('PM-TOOL', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('PM-TOOL', 'organizational skills')",1,0.0,214,,,
"('PM-TOOL', 'rbac (role-based access control)')",1,0.0,46,,,
"('PM-TOOL', 'strong technical acumen')",1,0.0,215,,,
"('PM-TOOL', 'systems design')",1,0.0,212,,,
"('PM-TOOL', 'systems thinking')",1,0.0,217,,,
"('PM-TOOL', 'technical architecture')",1,0.0,218,,,
"('QUAL-PREF', 'assistive technologies')",1,0.0,209,,,
"('QUAL-PREF', 'data-driven mindset')",1,0.0,211,,,
"('QUAL-PREF', 'digital accessibility')",1,0.0,107,,,
"('QUAL-PREF', 'excellent analytical skills')",1,0.0,53,,,
"('QUAL-PREF', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('QUAL-PREF', 'organizational skills')",1,0.0,214,,,
"('QUAL-PREF', 'rbac (role-based access control)')",1,0.0,46,,,
"('QUAL-PREF', 'strong technical acumen')",1,0.0,215,,,
"('QUAL-PREF', 'systems design')",1,0.0,212,,,
"('QUAL-PREF', 'systems thinking')",1,0.0,217,,,
"('QUAL-PREF', 'technical architecture')",1,0.0,218,,,
"('SS-CONFLICT', 'TECH-OPS')",1,0.0,29,,,
"('SS-CONFLICT', 'assistive technologies')",1,0.0,209,,,
"('SS-CONFLICT', 'data-driven mindset')",1,0.0,211,,,
"('SS-CONFLICT', 'digital accessibility')",1,0.0,107,,,
"('SS-CONFLICT', 'excellent analytical skills')",1,0.0,53,,,
"('SS-CONFLICT', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('SS-CONFLICT', 'organizational skills')",1,0.0,214,,,
"('SS-CONFLICT', 'rbac (role-based access control)')",1,0.0,46,,,
"('SS-CONFLICT', 'strong technical acumen')",1,0.0,215,,,
"('SS-CONFLICT', 'systems design')",1,0.0,212,,,
"('SS-CONFLICT', 'systems thinking')",1,0.0,217,,,
"('SS-CONFLICT', 'technical architecture')",1,0.0,218,,,
"('SS-LEADERSHIP', 'assistive technologies')",1,0.0,209,,,
"('SS-LEADERSHIP', 'data-driven mindset')",1,0.0,211,,,
"('SS-LEADERSHIP', 'digital accessibility')",1,0.0,107,,,
"('SS-LEADERSHIP', 'excellent analytical skills')",1,0.0,53,,,
"('SS-LEADERSHIP', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('SS-LEADERSHIP', 'organizational skills')",1,0.0,214,,,
"('SS-LEADERSHIP', 'rbac (role-based access control)')",1,0.0,46,,,
"('SS-LEADERSHIP', 'strong technical acumen')",1,0.0,215,,,
"('SS-LEADERSHIP', 'systems design')",1,0.0,212,,,
"('SS-LEADERSHIP', 'systems thinking')",1,0.0,217,,,
"('SS-LEADERSHIP', 'technical architecture')",1,0.0,218,,,
"('SS-STAKEHOLDER', 'assistive technologies')",1,0.0,209,,,
"('SS-STAKEHOLDER', 'data-driven mindset')",1,0.0,211,,,
"('SS-STAKEHOLDER', 'digital accessibility')",1,0.0,107,,,
"('SS-STAKEHOLDER', 'excellent analytical skills')",1,0.0,53,,,
"('SS-STAKEHOLDER', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",1,0.0,213,,,
"('SS-STAKEHOLDER', 'organizational skills')",1,0.0,214,,,
"('SS-STAKEHOLDER', 'rbac (role-based access control)')",1,0.0,46,,,
"('SS-STAKEHOLDER', 'strong technical acumen')",1,0.0,215,,,
